UEName	Latitude	Longitude
UE1	67.54	34.31
UE2	61.94285365550253	17.392095347817822
UE3	64.95005196022693	50.151576563548254
UE4	62.16393950590003	33.55146958913712
UE5	68.71305076114945	32.29489034519825
UE6	67.5462387197907	37.982088299566755
UE7	67.09828601313907	35.03985270133519
UE8	67.81164087589235	13.932539217714027
UE9	68.2580267640127	48.33492797435628
UE10	73.17739377124009	42.061317530855845
UE11	67.49424239860703	34.77952503914437
UE12	72.15715660258397	53.68080368167409
UE13	74.30777222744099	25.93285772356733
UE14	68.22195754176782	29.641123183183787
UE15	66.44638131469922	31.127942709336324
UE16	68.68007605240474	31.190035997725523
UE17	68.44531491916442	27.551509654576947
UE18	69.37142258085194	45.694694571477974
UE19	70.57254049941143	27.955460129392563
UE20	65.00052664294257	32.63254883901534
UE21	69.48306865599814	20.834820292475904
UE22	68.53649703896156	32.31523668871239
UE23	66.45125056378909	40.568837104427026
UE24	70.07797953388705	39.80943309420713
UE25	68.10680674708642	44.94291822361576
UE26	61.20647120317609	42.48232350410404
UE27	68.28424977355192	30.03237482266134
UE28	70.50417059835029	25.018360060069774
UE29	72.86263018376641	34.91896658603455
UE30	67.12321347101417	34.236218602092165
UE31	62.7955011595505	41.40282637775544
UE32	67.80738556283028	38.262666629770514
UE33	67.96680205438679	35.35731612672406
UE34	63.075977353199825	53.346843383997175
UE35	75.67139963544552	26.329905705953678
UE36	64.31279785663597	51.36209246568109
UE37	64.81961349744648	33.46536478505431
UE38	67.28445788983366	32.11023831211451
UE39	63.51054121881889	46.48323475801995
UE40	71.43633388873033	32.482580107572176
UE41	68.60710684917233	33.63843531391118
UE42	67.49013153575825	45.96577674693466
UE43	67.23078281483238	34.32399421004064
UE44	64.97006522577772	54.631009362761034
UE45	67.03459950016045	40.2563241947196
UE46	73.33889504629894	37.89233378691123
UE47	65.3751484848028	29.64826427114471
UE48	62.86357851426219	34.103935084461
UE49	72.20172582146625	38.400476737949454
UE50	67.24238943124028	38.59119296901773
UE51	74.85092912814848	21.87098964155087
UE52	67.99685825763541	52.51746572477487
UE53	72.72293208394261	51.77602157153682
UE54	59.510288857031725	35.70491604717999
UE55	72.89520355194402	33.04273898074076
UE56	67.95368069395644	55.983967918735964
UE57	67.16599679896187	32.47124600558836
UE58	67.66856384776789	29.708836178145244
UE59	67.57156191915496	35.3714441434306
UE60	67.14079745792814	26.72331751237471
UE61	65.18291690883632	41.06628755238183
UE62	65.89544646039029	29.59079551724335
UE63	62.5597970603176	19.796223928670642
UE64	64.41235168691954	32.438161260128496
UE65	69.67073019647114	37.863702304350085
UE66	70.03239887901374	23.326303047389032
UE67	66.99476948287766	37.30468586148763
UE68	70.34185542973702	51.71144768218071
UE69	68.18856687128493	34.75470640665844
UE70	60.07314628325019	21.75213739255529
UE71	64.48716065930023	17.98178500114083
UE72	69.31739549038173	34.79665710533104
UE73	67.49048169688933	34.30013239577333
UE74	68.61910686788418	53.29708252320424
UE75	63.64925397746384	21.15116425427092
UE76	70.53964636103196	49.56933164015199
UE77	65.0246563390792	17.390104521155788
UE78	67.03572961648962	35.44835409881627
UE79	70.51236211956753	31.04311683962777
UE80	68.21664363470506	36.384291892183924
UE81	63.33705502451766	51.39133175331287
UE82	71.78007364409609	43.90708837320165
UE83	70.18888490413842	30.760346731510705
UE84	67.95007494938132	33.26771279432087
UE85	67.40050460110342	41.62143920441162
UE86	65.97275710403817	27.84721284449478
UE87	70.22971161797308	18.644342366970243
UE88	62.14773423936328	29.208354826999788
UE89	59.69916873474258	30.441578985534044
UE90	67.75731034689063	45.41141741574002
UE91	68.43669883090203	35.86454188542177
UE92	72.66258245043798	24.205074742803525
UE93	73.08576134062442	23.821479466020122
UE94	64.15697650735936	24.504079362718027
UE95	63.86061419773845	49.69239467790854
UE96	64.9476319073135	43.747822875734066
UE97	66.8324878486873	22.144981154020464
UE98	70.60909999705855	28.247468362272752
UE99	67.71344219470217	33.92020972657679
UE100	67.7210690339077	31.81484139360115
