UEName	Latitude	Longitude
UE1	67.54	34.31
UE2	58.99576348311353	29.148846191292566
UE3	64.72878747327452	53.057722497199066
UE4	70.25505525800112	17.540027170279465
UE5	66.1237276386587	25.782834019711345
UE6	69.39367524164462	42.24092618620171
UE7	69.37674260517055	31.29805703145569
UE8	71.22398753838608	14.637885282298637
UE9	74.16860832997652	28.64831100904351
UE10	66.389980226422	14.73177566799211
UE11	66.5636955876043	32.10184451850762
UE12	59.826232691989205	45.70218691853021
UE13	75.02313780666552	25.499780512384657
UE14	70.30125919217322	26.221427054029373
UE15	71.2210528980832	37.123674004576436
UE16	71.3386801586851	35.97251206492315
UE17	64.00029996353943	43.40646634991637
UE18	69.9592626485853	18.476947236839322
UE19	73.43169015741361	33.074454648383345
UE20	70.38237282106053	44.606920548425784
UE21	61.70032116034084	24.043525802387016
UE22	65.07866092276075	40.292541245825106
UE23	72.31427991564273	31.91912958804892
UE24	70.51764800221015	22.382466093474775
UE25	70.74025501274642	20.798743503843994
UE26	59.72477324321932	38.386677140225025
UE27	64.08333814295678	39.674799054305424
UE28	66.59494776857368	51.008395731130136
UE29	74.03221390968112	40.59450474894175
UE30	68.81924971068402	30.498506865145792
UE31	70.23883447875819	17.376071790869997
UE32	71.25370375870882	34.292756215206865
UE33	69.8332268830325	34.18313772693343
UE34	59.30562550880356	26.484050997850982
UE35	68.59180656801782	11.342383976363724
UE36	75.14381212922727	27.111270377141757
UE37	70.44858027344661	23.782192931461715
UE38	67.58682922293127	41.66585348952949
UE39	60.457232114845425	40.26382275633875
UE40	71.64723606828358	45.6379957886614
UE41	70.55166287254006	31.96867503951647
UE42	62.56833077695784	24.06094505312889
UE43	67.76312161991173	38.6360625371781
UE44	63.48912538149614	14.524739801280333
UE45	64.16845141160461	26.215815455112313
UE46	62.939431319669275	49.21347360138084
UE47	71.33625359316443	42.911712995316904
UE48	64.47190416254642	19.353610895053126
UE49	60.94448615425007	32.095130131702355
UE50	68.08044119606316	24.28835898234398
UE51	58.75557826316213	31.381236284936453
UE52	72.28131103150162	17.71160556377085
UE53	59.28258148117347	26.999719453451664
UE54	59.648835476319185	25.990793449343883
UE55	72.5079819653816	21.573565825292913
UE56	60.44493702233929	47.191736872874486
UE57	69.32157326219793	39.53399756609859
UE58	71.45636438231668	36.1843826738191
UE59	67.60172355572557	29.306406014441997
UE60	63.80757251248838	25.0997496506562
UE61	65.94466779342031	20.240803210030748
UE62	68.62032532621343	46.24179678082399
UE63	72.90102444598297	50.50619552168446
UE64	72.88912807725	35.593131066723416
UE65	64.72398815219444	44.37697197661447
UE66	61.9443958171413	25.025538845131504
UE67	64.90863217492485	39.84630301553968
UE68	60.09880761118348	42.38148438489396
UE69	69.56357585700029	30.669228327021422
UE70	62.368232407578276	53.37858170341447
UE71	59.667500589423504	32.49403322938985
UE72	68.38138320596062	24.050121994781907
UE73	67.00799817052616	35.3687011514591
UE74	61.69334264576024	19.556407621323224
UE75	72.44557034532181	19.24958874147491
UE76	74.83558371873664	28.041527236596153
UE77	72.29904120048234	50.8088567581528
UE78	69.73140686306267	31.459027956970072
UE79	62.16218551591876	35.00785405730472
UE80	67.38149504963276	42.31219013580242
UE81	59.45888996881568	39.86367574283773
UE82	74.5842708074669	31.98449109576855
UE83	62.37232963842006	34.93783830375914
UE84	66.46335689016146	39.532830288497586
UE85	64.18579920330686	24.550777872609405
UE86	67.8573298003121	47.70797577982504
UE87	74.36545731608705	43.53554084844572
UE88	72.49234080799555	47.920859794801835
UE89	73.41410148943312	50.28574898940259
UE90	71.11245355626968	47.50959527899447
UE91	69.54003819152211	40.54412934962745
UE92	62.73092913440847	18.9223914736589
UE93	70.79580310398089	52.99021547391524
UE94	63.729589740088194	48.854592142492116
UE95	73.83342446599656	21.825949845376414
UE96	61.30480114699588	37.004238449694604
UE97	64.32051794877384	19.523228344158575
UE98	70.29747575480363	47.904820010887384
UE99	68.04859769981917	37.819039100351844
UE100	70.39712956801858	36.273758190452604
UE101	68.31741152768299	37.95351450552107
UE102	66.25812834593478	52.78699572310306
UE103	69.77220765558316	46.1445478056882
UE104	72.98287697300951	43.18929694496654
UE105	73.76195904549854	49.726684445347786
UE106	63.18541874064329	37.17720556594166
UE107	69.1008939818145	48.82602177158272
UE108	62.397398295014426	49.72040252041603
UE109	63.23927989004304	34.06825347674169
UE110	66.62721723303335	28.231445027510244
UE111	72.23399220902434	37.40814857185237
UE112	68.64312703039718	25.30994738969221
UE113	61.52119274489554	17.970608731958805
UE114	74.58102187696268	44.70894901226076
UE115	72.55564646122922	20.944736185840014
UE116	74.91896198699516	23.82910317784416
UE117	75.01578607676319	42.21130736503045
UE118	66.8871087378095	44.333201082749156
UE119	70.47829882792341	13.442665657423138
UE120	67.4677820794648	17.023211405861314
UE121	70.77169519032184	53.697503358412305
UE122	69.69083189628583	55.87062571815164
UE123	64.05741216296491	43.959826095782006
UE124	64.57067911397486	35.06820954676078
UE125	64.37806585128305	26.706919664000452
UE126	63.545994659640925	45.59627057727077
UE127	59.63048513062562	39.27568442637152
UE128	67.40742254169551	12.47330791782489
UE129	68.27001965711038	34.758396316035494
